"name","smiles","inchi","mass"
"MXCATEC1O","Cc1cc(C)c([O])c(O)c1","InChI=1S/C8H9O2/c1-5-3-6(2)8(10)7(9)4-5/h3-4,9H,1-2H3",137.1559
"MXCATEC1O2","[O]Oc1c(C)cc(C)cc1O","InChI=1S/C8H9O3/c1-5-3-6(2)8(11-10)7(9)4-5/h3-4,9H,1-2H3",153.1553
"MXCTEC1OOH","OOc1c(C)cc(C)cc1O","InChI=1S/C8H10O3/c1-5-3-6(2)8(11-10)7(9)4-5/h3-4,9-10H,1-2H3",154.1632
"MXNCATCOOH","OOC1(O)C(=C(N(=O)=O)C2(C)OOC1(C)C2O)O","InChI=1S/C8H11NO9/c1-6-3(9(13)14)4(10)8(12,16-15)7(2,5(6)11)18-17-6/h5,10-12,15H,1-2H3",265.1742
"MXNCATECH","O=N(=O)c1c(C)cc(C)c(O)c1O","InChI=1S/C8H9NO4/c1-4-3-5(2)7(10)8(11)6(4)9(12)13/h3,10-11H,1-2H3",183.1614
"MXNCATECO","O=N(=O)C1=C(O)C([O])(O)C2(C)OOC1(C)C2O","InChI=1S/C8H10NO8/c1-6-3(9(14)15)4(10)8(12,13)7(2,5(6)11)17-16-6/h5,10-12H,1-2H3",248.1669
"MXNCATECO2","[O]OC1(O)C(=C(N(=O)=O)C2(C)OOC1(C)C2O)O","InChI=1S/C8H10NO9/c1-6-3(9(13)14)4(10)8(12,16-15)7(2,5(6)11)18-17-6/h5,10-12H,1-2H3",264.1663
"MXNNCATCO","O=N(=O)OC1C2(C)OOC1(C)C([O])(O)C(=C2N(=O)=O)O","InChI=1S/C8H9N2O10/c1-6-3(9(14)15)4(11)8(12,13)7(2,20-19-6)5(6)18-10(16)17/h5,11-12H,1-2H3",293.1645
"MXNNCATCO2","[O]OC1(O)C(=C(N(=O)=O)C2(C)OOC1(C)C2ON(=O)=O)O","InChI=1S/C8H9N2O11/c1-6-3(9(13)14)4(11)8(12,19-17)7(2,21-20-6)5(6)18-10(15)16/h5,11-12H,1-2H3",309.1639
"MXNNCATOOH","OOC1(O)C(=C(N(=O)=O)C2(C)OOC1(C)C2ON(=O)=O)O","InChI=1S/C8H10N2O11/c1-6-3(9(13)14)4(11)8(12,19-17)7(2,21-20-6)5(6)18-10(15)16/h5,11-12,17H,1-2H3",310.1718
"MXY1O2","[O]Oc1ccc(C)cc1C","InChI=1S/C8H9O2/c1-6-3-4-8(10-9)7(2)5-6/h3-5H,1-2H3",137.1559
"MXY1OOH","OOc1ccc(C)cc1C","InChI=1S/C8H10O2/c1-6-3-4-8(10-9)7(2)5-6/h3-5,9H,1-2H3",138.1638
"MXYCATECH","Cc1cc(C)c(O)c(O)c1","InChI=1S/C8H10O2/c1-5-3-6(2)8(10)7(9)4-5/h3-4,9-10H,1-2H3",138.1638
"NBZFUONE","O=N(=O)OC1C(=O)COC1=O","InChI=1S/C4H3NO6/c6-2-1-10-4(7)3(2)11-5(8)9/h3H,1H2",161.0697
"NC4DCO2","O=CC(=CC(=O)[O])N(=O)=O","InChI=1S/C4H2NO5/c6-2-3(5(9)10)1-4(7)8/h1-2H",144.0624
"NC4DCO2H","O=CC(=CC(=O)O)N(=O)=O","InChI=1S/C4H3NO5/c6-2-3(5(9)10)1-4(7)8/h1-2H,(H,7,8)",145.0703
"NC4EDCO2","O=CC(=C(CC)C(=O)[O])N(=O)=O","InChI=1S/C6H6NO5/c1-2-4(6(9)10)5(3-8)7(11)12/h3H,2H2,1H3",172.1155
"NC4EDCO2H","O=CC(=C(CC)C(=O)O)N(=O)=O","InChI=1S/C6H7NO5/c1-2-4(6(9)10)5(3-8)7(11)12/h3H,2H2,1H3,(H,9,10)",173.1235
"NC4IPDCO2","O=CC(=C(C(C)C)C(=O)[O])N(=O)=O","InChI=1S/C7H8NO5/c1-4(2)6(7(10)11)5(3-9)8(12)13/h3-4H,1-2H3",186.1421
"NC4IPDCO2H","O=CC(=C(C(C)C)C(=O)O)N(=O)=O","InChI=1S/C7H9NO5/c1-4(2)6(7(10)11)5(3-9)8(12)13/h3-4H,1-2H3,(H,10,11)",187.1501
"NC4MDCO2","O=CC(=C(C)C(=O)[O])N(=O)=O","InChI=1S/C5H4NO5/c1-3(5(8)9)4(2-7)6(10)11/h2H,1H3",158.0890
"NC4MDCO2H","O=CC(=C(C)C(=O)O)N(=O)=O","InChI=1S/C5H5NO5/c1-3(5(8)9)4(2-7)6(10)11/h2H,1H3,(H,8,9)",159.0969
"NC4PDCO2","CCCC(=C(C=O)N(=O)=O)C(=O)[O]","InChI=1S/C7H8NO5/c1-2-3-5(7(10)11)6(4-9)8(12)13/h4H,2-3H2,1H3",186.1421
"NC4PDCO2H","CCCC(=C(C=O)N(=O)=O)C(=O)O","InChI=1S/C7H9NO5/c1-2-3-5(7(10)11)6(4-9)8(12)13/h4H,2-3H2,1H3,(H,10,11)",187.1501
"NC5MDCO2H","OC(=O)C(=C(C(=O)C)N(=O)=O)C","InChI=1S/C6H7NO5/c1-3(6(9)10)5(4(2)8)7(11)12/h1-2H3,(H,9,10)",173.1235
"NCATECHOL","O=N(=O)c1ccc(O)c(O)c1","InChI=1S/C6H5NO4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H",155.1082
"NCATECO","O=N(=O)C12OOC(C2O)C(O)([O])C(=C1)O","InChI=1S/C6H6NO8/c8-2-1-5(7(12)13)3(9)4(14-15-5)6(2,10)11/h1,3-4,8-10H",220.1137
"NCATECO2","[O]OC1(O)C(=CC2(OOC1C2O)N(=O)=O)O","InChI=1S/C6H6NO9/c8-2-1-5(7(11)12)3(9)4(14-16-5)6(2,10)15-13/h1,3-4,8-10H",236.1131
"NCATECOOH","OOC1(O)C(=CC2(OOC1C2O)N(=O)=O)O","InChI=1S/C6H7NO9/c8-2-1-5(7(11)12)3(9)4(14-16-5)6(2,10)15-13/h1,3-4,8-10,13H",237.1211
"NCRES1O","O=N(=O)c1cccc(C)c1[O]","InChI=1S/C7H6NO3/c1-5-3-2-4-6(7(5)9)8(10)11/h2-4H,1H3",152.1274
"NCRES1O2","[O]Oc1c(C)cccc1N(=O)=O","InChI=1S/C7H6NO4/c1-5-3-2-4-6(8(9)10)7(5)12-11/h2-4H,1H3",168.1268
"NCRES1OOH","OOc1c(C)cccc1N(=O)=O","InChI=1S/C7H7NO4/c1-5-3-2-4-6(8(9)10)7(5)12-11/h2-4,11H,1H3",169.1348
"NDNCRESO","O=N(=O)OC1C2(OOC1(C)C([O])(O)C(=C2)N(=O)=O)N(=O)=O","InChI=1S/C7H6N3O11/c1-5-4(19-10(17)18)6(9(15)16,21-20-5)2-3(8(13)14)7(5,11)12/h2,4,11H,1H3",308.1360
"NDNCRESO2","[O]OC1(O)C(=CC2(OOC1(C)C2ON(=O)=O)N(=O)=O)N(=O)=O","InChI=1S/C7H6N3O12/c1-5-4(19-10(16)17)6(9(14)15,22-21-5)2-3(8(12)13)7(5,11)20-18/h2,4,11H,1H3",324.1354
"NDNCRESOOH","OOC1(O)C(=CC2(OOC1(C)C2ON(=O)=O)N(=O)=O)N(=O)=O","InChI=1S/C7H7N3O12/c1-5-4(19-10(16)17)6(9(14)15,22-21-5)2-3(8(12)13)7(5,11)20-18/h2,4,11,18H,1H3",325.1434
"NDNEBNZLO","CCC12OOC(C=C(N(=O)=O)C2([O])O)(N(=O)=O)C1ON(=O)=O","InChI=1S/C8H8N3O11/c1-2-6-5(20-11(18)19)7(10(16)17,22-21-6)3-4(9(14)15)8(6,12)13/h3,5,12H,2H2,1H3",322.1626
"NDNEBNZLO2","[O]OC1(O)C(=CC2(OOC1(CC)C2ON(=O)=O)N(=O)=O)N(=O)=O","InChI=1S/C8H8N3O12/c1-2-6-5(20-11(17)18)7(10(15)16,23-22-6)3-4(9(13)14)8(6,12)21-19/h3,5,12H,2H2,1H3",338.1620
"NDNEBZLOOH","OOC1(O)C(=CC2(OOC1(CC)C2ON(=O)=O)N(=O)=O)N(=O)=O","InChI=1S/C8H9N3O12/c1-2-6-5(20-11(17)18)7(10(15)16,23-22-6)3-4(9(13)14)8(6,12)21-19/h3,5,12,19H,2H2,1H3",339.1700
"NDNIPBLOOH","OOC1(O)C(=CC2(OOC1(C(C)C)C2ON(=O)=O)N(=O)=O)N(=O)=O","InChI=1S/C9H11N3O12/c1-4(2)8-6(21-12(18)19)7(11(16)17,23-24-8)3-5(10(14)15)9(8,13)22-20/h3-4,6,13,20H,1-2H3",353.1965
"NDNIPBZLO","O=N(=O)OC1C2(OOC1(C(C)C)C([O])(O)C(=C2)N(=O)=O)N(=O)=O","InChI=1S/C9H10N3O11/c1-4(2)8-6(21-12(19)20)7(11(17)18,22-23-8)3-5(10(15)16)9(8,13)14/h3-4,6,13H,1-2H3",336.1892
"NDNIPBZLO2","[O]OC1(O)C(=CC2(OOC1(C(C)C)C2ON(=O)=O)N(=O)=O)N(=O)=O","InChI=1S/C9H10N3O12/c1-4(2)8-6(21-12(18)19)7(11(16)17,23-24-8)3-5(10(14)15)9(8,13)22-20/h3-4,6,13H,1-2H3",352.1886
"NDNMETLOOH","CCC1=C(N(=O)=O)C2(OOC(C)(C2ON(=O)=O)C1(O)OO)N(=O)=O","InChI=1S/C9H11N3O12/c1-3-4-5(10(14)15)8(11(16)17)6(21-12(18)19)7(2,23-24-8)9(4,13)22-20/h6,13,20H,3H2,1-2H3",353.1965
"NDNMETOLO","CCC1=C(N(=O)=O)C2(OOC(C)(C2ON(=O)=O)C1([O])O)N(=O)=O","InChI=1S/C9H10N3O11/c1-3-4-5(10(15)16)8(11(17)18)6(21-12(19)20)7(2,22-23-8)9(4,13)14/h6,13H,3H2,1-2H3",336.1892
"NDNMETOLO2","CCC1=C(N(=O)=O)C2(OOC(C)(C2ON(=O)=O)C1(O)O[O])N(=O)=O","InChI=1S/C9H10N3O12/c1-3-4-5(10(14)15)8(11(16)17)6(21-12(18)19)7(2,23-24-8)9(4,13)22-20/h6,13H,3H2,1-2H3",352.1886
"NDNMXYLOOH","OOC1(O)C(=C(N(=O)=O)C2(OOC1(C)C2ON(=O)=O)N(=O)=O)C","InChI=1S/C8H9N3O12/c1-3-4(9(13)14)7(10(15)16)5(20-11(17)18)6(2,22-23-7)8(3,12)21-19/h5,12,19H,1-2H3",339.1700
"NDNMXYOLO","O=N(=O)OC1C2(OOC1(C)C([O])(O)C(=C2N(=O)=O)C)N(=O)=O","InChI=1S/C8H8N3O11/c1-3-4(9(14)15)7(10(16)17)5(20-11(18)19)6(2,21-22-7)8(3,12)13/h5,12H,1-2H3",322.1626
"NDNMXYOLO2","[O]OC1(O)C(=C(N(=O)=O)C2(OOC1(C)C2ON(=O)=O)N(=O)=O)C","InChI=1S/C8H8N3O12/c1-3-4(9(13)14)7(10(15)16)5(20-11(17)18)6(2,22-23-7)8(3,12)21-19/h5,12H,1-2H3",338.1620
"NDNOETLOOH","CCC12OOC(N(=O)=O)(C2ON(=O)=O)C(O)(OO)C(=C1C)N(=O)=O","InChI=1S/C9H11N3O12/c1-3-7-4(2)5(10(14)15)9(13,22-20)8(11(16)17,24-23-7)6(7)21-12(18)19/h6,13,20H,3H2,1-2H3",353.1965
"NDNOETOLO","CCC12OOC(N(=O)=O)(C2ON(=O)=O)C([O])(O)C(=C1C)N(=O)=O","InChI=1S/C9H10N3O11/c1-3-7-4(2)5(10(15)16)9(13,14)8(11(17)18,23-22-7)6(7)21-12(19)20/h6,13H,3H2,1-2H3",336.1892
"NDNOETOLO2","CCC12OOC(N(=O)=O)(C2ON(=O)=O)C(O)(O[O])C(=C1C)N(=O)=O","InChI=1S/C9H10N3O12/c1-3-7-4(2)5(10(14)15)9(13,22-20)8(11(16)17,24-23-7)6(7)21-12(18)19/h6,13H,3H2,1-2H3",352.1886
"NDNOXYLOOH","OOC1(O)C(=C(C)C2(C)OOC1(N(=O)=O)C2ON(=O)=O)N(=O)=O","InChI=1S/C8H9N3O12/c1-3-4(9(13)14)8(12,21-19)7(10(15)16)5(20-11(17)18)6(3,2)22-23-7/h5,12,19H,1-2H3",339.1700
"NDNOXYOLO","O=N(=O)OC1C2(C)OOC1(N(=O)=O)C([O])(O)C(=C2C)N(=O)=O","InChI=1S/C8H8N3O11/c1-3-4(9(14)15)8(12,13)7(10(16)17)5(20-11(18)19)6(3,2)21-22-7/h5,12H,1-2H3",322.1626
"NDNOXYOLO2","[O]OC1(O)C(=C(C)C2(C)OOC1(N(=O)=O)C2ON(=O)=O)N(=O)=O","InChI=1S/C8H8N3O12/c1-3-4(9(13)14)8(12,21-19)7(10(15)16)5(20-11(17)18)6(3,2)22-23-7/h5,12H,1-2H3",338.1620
"NDNPBNZLO","CCCC12OOC(C=C(N(=O)=O)C2([O])O)(N(=O)=O)C1ON(=O)=O","InChI=1S/C9H10N3O11/c1-2-3-7-6(21-12(19)20)8(11(17)18,23-22-7)4-5(10(15)16)9(7,13)14/h4,6,13H,2-3H2,1H3",336.1892
"NDNPBNZLO2","CCCC12OOC(C=C(N(=O)=O)C2(O)O[O])(N(=O)=O)C1ON(=O)=O","InChI=1S/C9H10N3O12/c1-2-3-7-6(21-12(18)19)8(11(16)17,24-23-7)4-5(10(14)15)9(7,13)22-20/h4,6,13H,2-3H2,1H3",352.1886
"NDNPBZLOOH","CCCC12OOC(C=C(N(=O)=O)C2(O)OO)(N(=O)=O)C1ON(=O)=O","InChI=1S/C9H11N3O12/c1-2-3-7-6(21-12(18)19)8(11(16)17,24-23-7)4-5(10(14)15)9(7,13)22-20/h4,6,13,20H,2-3H2,1H3",353.1965
"NDNPETLOOH","CCC12OOC(N(=O)=O)(C(=C(N(=O)=O)C2(O)OO)C)C1ON(=O)=O","InChI=1S/C9H11N3O12/c1-3-7-6(21-12(18)19)8(11(16)17,24-23-7)4(2)5(10(14)15)9(7,13)22-20/h6,13,20H,3H2,1-2H3",353.1965
"NDNPETOLO","CCC12OOC(N(=O)=O)(C(=C(N(=O)=O)C2([O])O)C)C1ON(=O)=O","InChI=1S/C9H10N3O11/c1-3-7-6(21-12(19)20)8(11(17)18,23-22-7)4(2)5(10(15)16)9(7,13)14/h6,13H,3H2,1-2H3",336.1892
"NDNPETOLO2","CCC12OOC(N(=O)=O)(C(=C(N(=O)=O)C2(O)O[O])C)C1ON(=O)=O","InChI=1S/C9H10N3O12/c1-3-7-6(21-12(18)19)8(11(16)17,24-23-7)4(2)5(10(14)15)9(7,13)22-20/h6,13H,3H2,1-2H3",352.1886
"NDNPHENO","O=N(=O)OC1C2OOC1(C=C(N(=O)=O)C2([O])O)N(=O)=O","InChI=1S/C6H4N3O11/c10-6(11)2(7(12)13)1-5(8(14)15)3(18-9(16)17)4(6)19-20-5/h1,3-4,10H",294.1095
"NDNPHENO2","[O]OC1(O)C(=CC2(OOC1C2ON(=O)=O)N(=O)=O)N(=O)=O","InChI=1S/C6H4N3O12/c10-6(20-17)2(7(11)12)1-5(8(13)14)3(18-9(15)16)4(6)19-21-5/h1,3-4,10H",310.1089
"NDNPHENOOH","OOC1(O)C(=CC2(OOC1C2ON(=O)=O)N(=O)=O)N(=O)=O","InChI=1S/C6H5N3O12/c10-6(20-17)2(7(11)12)1-5(8(13)14)3(18-9(15)16)4(6)19-21-5/h1,3-4,10,17H",311.1168
"NDNPXYLOOH","OOC1(O)C(=C(C)C2(OOC1(C)C2ON(=O)=O)N(=O)=O)N(=O)=O","InChI=1S/C8H9N3O12/c1-3-4(9(13)14)8(12,21-19)6(2)5(20-11(17)18)7(3,10(15)16)23-22-6/h5,12,19H,1-2H3",339.1700
"NDNPXYOLO","O=N(=O)OC1C2(OOC1(C)C([O])(O)C(=C2C)N(=O)=O)N(=O)=O","InChI=1S/C8H8N3O11/c1-3-4(9(14)15)8(12,13)6(2)5(20-11(18)19)7(3,10(16)17)22-21-6/h5,12H,1-2H3",322.1626
"NDNPXYOLO2","[O]OC1(O)C(=C(C)C2(OOC1(C)C2ON(=O)=O)N(=O)=O)N(=O)=O","InChI=1S/C8H8N3O12/c1-3-4(9(13)14)8(12,21-19)6(2)5(20-11(17)18)7(3,10(15)16)23-22-6/h5,12H,1-2H3",338.1620
"NDNT123LO","O=N(=O)OC1(C)C2(C)OOC1(N(=O)=O)C([O])(O)C(=C2C)N(=O)=O","InChI=1S/C9H10N3O11/c1-4-5(10(15)16)8(13,14)9(11(17)18)7(3,21-12(19)20)6(4,2)22-23-9/h13H,1-3H3",336.1892
"NDNT123LO2","[O]OC1(O)C(=C(C)C2(C)OOC1(N(=O)=O)C2(C)ON(=O)=O)N(=O)=O","InChI=1S/C9H10N3O12/c1-4-5(10(14)15)8(13,22-20)9(11(16)17)7(3,21-12(18)19)6(4,2)23-24-9/h13H,1-3H3",352.1886
"NDNT123OOH","OOC1(O)C(=C(C)C2(C)OOC1(N(=O)=O)C2(C)ON(=O)=O)N(=O)=O","InChI=1S/C9H11N3O12/c1-4-5(10(14)15)8(13,22-20)9(11(16)17)7(3,21-12(18)19)6(4,2)23-24-9/h13,20H,1-3H3",353.1965
"NDNT124LO","O=N(=O)OC1(C)C2(OOC1(C)C([O])(O)C(=C2C)N(=O)=O)N(=O)=O","InChI=1S/C9H10N3O11/c1-4-5(10(15)16)9(13,14)7(3)6(2,21-12(19)20)8(4,11(17)18)23-22-7/h13H,1-3H3",336.1892
"NDNT124LO2","[O]OC1(O)C(=C(C)C2(OOC1(C)C2(C)ON(=O)=O)N(=O)=O)N(=O)=O","InChI=1S/C9H10N3O12/c1-4-5(10(14)15)9(13,22-20)7(3)6(2,21-12(18)19)8(4,11(16)17)24-23-7/h13H,1-3H3",352.1886
"NDNT124OOH","OOC1(O)C(=C(C)C2(OOC1(C)C2(C)ON(=O)=O)N(=O)=O)N(=O)=O","InChI=1S/C9H11N3O12/c1-4-5(10(14)15)9(13,22-20)7(3)6(2,21-12(18)19)8(4,11(16)17)24-23-7/h13,20H,1-3H3",353.1965
"NEBFUONE","CCC1OC(=O)C(ON(=O)=O)C1=O","InChI=1S/C6H7NO6/c1-2-3-4(8)5(6(9)12-3)13-7(10)11/h3,5H,2H2,1H3",189.1229
"NEBNZ1O","CCc1cccc(N(=O)=O)c1[O]","InChI=1S/C8H8NO3/c1-2-6-4-3-5-7(8(6)10)9(11)12/h3-5H,2H2,1H3",166.1540
"NEBNZ1O2","[O]Oc1c(CC)cccc1N(=O)=O","InChI=1S/C8H8NO4/c1-2-6-4-3-5-7(9(10)11)8(6)13-12/h3-5H,2H2,1H3",182.1534
"NEBNZ1OOH","OOc1c(CC)cccc1N(=O)=O","InChI=1S/C8H9NO4/c1-2-6-4-3-5-7(9(10)11)8(6)13-12/h3-5,12H,2H2,1H3",183.1614
"NIPBFUONE","O=N(=O)OC1C(=O)OC(C(C)C)C1=O","InChI=1S/C7H9NO6/c1-3(2)5-4(9)6(7(10)13-5)14-8(11)12/h3,5-6H,1-2H3",203.1495
"NIPBNZ1O","CC(C)c1cccc(N(=O)=O)c1[O]","InChI=1S/C9H10NO3/c1-6(2)7-4-3-5-8(9(7)11)10(12)13/h3-6H,1-2H3",180.1806
"NIPBNZ1O2","[O]Oc1c(cccc1N(=O)=O)C(C)C","InChI=1S/C9H10NO4/c1-6(2)7-4-3-5-8(10(11)12)9(7)14-13/h3-6H,1-2H3",196.1800
"NIPBNZ1OOH","OOc1c(cccc1N(=O)=O)C(C)C","InChI=1S/C9H11NO4/c1-6(2)7-4-3-5-8(10(11)12)9(7)14-13/h3-6,13H,1-2H3",197.1879
"NMETOL1O","CCc1cc(C)cc(N(=O)=O)c1[O]","InChI=1S/C9H10NO3/c1-3-7-4-6(2)5-8(9(7)11)10(12)13/h4-5H,3H2,1-2H3",180.1806
"NMETOL1O2","[O]Oc1c(CC)cc(C)cc1N(=O)=O","InChI=1S/C9H10NO4/c1-3-7-4-6(2)5-8(10(11)12)9(7)14-13/h4-5H,3H2,1-2H3",196.1800
"NMETOL1OOH","OOc1c(CC)cc(C)cc1N(=O)=O","InChI=1S/C9H11NO4/c1-3-7-4-6(2)5-8(10(11)12)9(7)14-13/h4-5,13H,3H2,1-2H3",197.1879
"NMXYOL1O","Cc1cc(C)c([O])c(c1)N(=O)=O","InChI=1S/C8H8NO3/c1-5-3-6(2)8(10)7(4-5)9(11)12/h3-4H,1-2H3",166.1540
"NMXYOL1O2","[O]Oc1c(C)cc(C)cc1N(=O)=O","InChI=1S/C8H8NO4/c1-5-3-6(2)8(13-12)7(4-5)9(10)11/h3-4H,1-2H3",182.1534
"NMXYOL1OOH","OOc1c(C)cc(C)cc1N(=O)=O","InChI=1S/C8H9NO4/c1-5-3-6(2)8(13-12)7(4-5)9(10)11/h3-4,12H,1-2H3",183.1614
"NNCATECO","O=N(=O)OC1C2OOC1(C=C(O)C2([O])O)N(=O)=O","InChI=1S/C6H5N2O10/c9-2-1-5(7(12)13)3(16-8(14)15)4(17-18-5)6(2,10)11/h1,3-4,9-10H",265.1113
"NNCATECO2","[O]OC1(O)C(=CC2(OOC1C2ON(=O)=O)N(=O)=O)O","InChI=1S/C6H5N2O11/c9-2-1-5(7(11)12)3(16-8(13)14)4(17-19-5)6(2,10)18-15/h1,3-4,9-10H",281.1107
"NNCATECOOH","OOC1(O)C(=CC2(OOC1C2ON(=O)=O)N(=O)=O)O","InChI=1S/C6H6N2O11/c9-2-1-5(7(11)12)3(16-8(13)14)4(17-19-5)6(2,10)18-15/h1,3-4,9-10,15H",282.1186
"NOETOL1O","CCc1c(C)ccc(N(=O)=O)c1[O]","InChI=1S/C9H10NO3/c1-3-7-6(2)4-5-8(9(7)11)10(12)13/h4-5H,3H2,1-2H3",180.1806
"NOETOL1O2","CCc1c(C)ccc(N(=O)=O)c1O[O]","InChI=1S/C9H10NO4/c1-3-7-6(2)4-5-8(10(11)12)9(7)14-13/h4-5H,3H2,1-2H3",196.1800
"NOETOL1OOH","CCc1c(C)ccc(N(=O)=O)c1OO","InChI=1S/C9H11NO4/c1-3-7-6(2)4-5-8(10(11)12)9(7)14-13/h4-5,13H,3H2,1-2H3",197.1879
"NOXYOL1O","O=N(=O)c1ccc(C)c(C)c1[O]","InChI=1S/C8H8NO3/c1-5-3-4-7(9(11)12)8(10)6(5)2/h3-4H,1-2H3",166.1540
"NOXYOL1O2","[O]Oc1c(ccc(C)c1C)N(=O)=O","InChI=1S/C8H8NO4/c1-5-3-4-7(9(10)11)8(13-12)6(5)2/h3-4H,1-2H3",182.1534
"NOXYOL1OOH","OOc1c(ccc(C)c1C)N(=O)=O","InChI=1S/C8H9NO4/c1-5-3-4-7(9(10)11)8(13-12)6(5)2/h3-4,12H,1-2H3",183.1614
"NPBFUONE","CCCC1OC(=O)C(ON(=O)=O)C1=O","InChI=1S/C7H9NO6/c1-2-3-4-5(9)6(7(10)13-4)14-8(11)12/h4,6H,2-3H2,1H3",203.1495
"NPBNZ1O","CCCc1cccc(N(=O)=O)c1[O]","InChI=1S/C9H10NO3/c1-2-4-7-5-3-6-8(9(7)11)10(12)13/h3,5-6H,2,4H2,1H3",180.1806
"NPBNZ1O2","CCCc1cccc(N(=O)=O)c1O[O]","InChI=1S/C9H10NO4/c1-2-4-7-5-3-6-8(10(11)12)9(7)14-13/h3,5-6H,2,4H2,1H3",196.1800
"NPBNZ1OOH","CCCc1cccc(N(=O)=O)c1OO","InChI=1S/C9H11NO4/c1-2-4-7-5-3-6-8(10(11)12)9(7)14-13/h3,5-6,13H,2,4H2,1H3",197.1879
"NPETOL1O","CCc1ccc(C)c(N(=O)=O)c1[O]","InChI=1S/C9H10NO3/c1-3-7-5-4-6(2)8(9(7)11)10(12)13/h4-5H,3H2,1-2H3",180.1806
"NPETOL1O2","CCc1ccc(C)c(N(=O)=O)c1O[O]","InChI=1S/C9H10NO4/c1-3-7-5-4-6(2)8(10(11)12)9(7)14-13/h4-5H,3H2,1-2H3",196.1800
"NPETOL1OOH","CCc1ccc(C)c(N(=O)=O)c1OO","InChI=1S/C9H11NO4/c1-3-7-5-4-6(2)8(10(11)12)9(7)14-13/h4-5,13H,3H2,1-2H3",197.1879
"NPHEN1O","O=N(=O)c1ccccc1[O]","InChI=1S/C6H4NO3/c8-6-4-2-1-3-5(6)7(9)10/h1-4H",138.1009
"NPHEN1O2","[O]Oc1ccccc1N(=O)=O","InChI=1S/C6H4NO4/c8-7(9)5-3-1-2-4-6(5)11-10/h1-4H",154.1003
"NPHEN1OOH","OOc1ccccc1N(=O)=O","InChI=1S/C6H5NO4/c8-7(9)5-3-1-2-4-6(5)11-10/h1-4,10H",155.1082
"NPXYOL1O","Cc1ccc(C)c(N(=O)=O)c1[O]","InChI=1S/C8H8NO3/c1-5-3-4-6(2)8(10)7(5)9(11)12/h3-4H,1-2H3",166.1540
"NPXYOL1O2","[O]Oc1c(C)ccc(C)c1N(=O)=O","InChI=1S/C8H8NO4/c1-5-3-4-6(2)8(13-12)7(5)9(10)11/h3-4H,1-2H3",182.1534
"NPXYOL1OOH","OOc1c(C)ccc(C)c1N(=O)=O","InChI=1S/C8H9NO4/c1-5-3-4-6(2)8(13-12)7(5)9(10)11/h3-4,12H,1-2H3",183.1614
"NT123L1O","Cc1cc(N(=O)=O)c([O])c(C)c1C","InChI=1S/C9H10NO3/c1-5-4-8(10(12)13)9(11)7(3)6(5)2/h4H,1-3H3",180.1806
"NT123L1O2","[O]Oc1c(C)c(C)c(C)cc1N(=O)=O","InChI=1S/C9H10NO4/c1-5-4-8(10(11)12)9(14-13)7(3)6(5)2/h4H,1-3H3",196.1800
"NT123L1OOH","OOc1c(C)c(C)c(C)cc1N(=O)=O","InChI=1S/C9H11NO4/c1-5-4-8(10(11)12)9(14-13)7(3)6(5)2/h4,13H,1-3H3",197.1879
"NT124L1O","Cc1cc(N(=O)=O)c(C)c(C)c1[O]","InChI=1S/C9H10NO3/c1-5-4-8(10(12)13)6(2)7(3)9(5)11/h4H,1-3H3",180.1806
"NT124L1O2","[O]Oc1c(C)cc(N(=O)=O)c(C)c1C","InChI=1S/C9H10NO4/c1-5-4-8(10(11)12)6(2)7(3)9(5)14-13/h4H,1-3H3",196.1800
"NT124L1OOH","OOc1c(C)cc(N(=O)=O)c(C)c1C","InChI=1S/C9H11NO4/c1-5-4-8(10(11)12)6(2)7(3)9(5)14-13/h4,13H,1-3H3",197.1879
"OCATEC1OOH","OOc1c(O)ccc(C)c1C","InChI=1S/C8H10O3/c1-5-3-4-7(9)8(11-10)6(5)2/h3-4,9-10H,1-2H3",154.1632
"OET1O2","CCc1c(O[O])cccc1C","InChI=1S/C9H11O2/c1-3-8-7(2)5-4-6-9(8)11-10/h4-6H,3H2,1-2H3",151.1824
"OET1OOH","CCc1c(OO)cccc1C","InChI=1S/C9H12O2/c1-3-8-7(2)5-4-6-9(8)11-10/h4-6,10H,3H2,1-2H3",152.1904
"OETCATECH","CCc1c(C)ccc(O)c1O","InChI=1S/C9H12O2/c1-3-7-6(2)4-5-8(10)9(7)11/h4-5,10-11H,3H2,1-2H3",152.1904
"OTCATEC1O","CCc1c(C)ccc(O)c1[O]","InChI=1S/C9H11O2/c1-3-7-6(2)4-5-8(10)9(7)11/h4-5,10H,3H2,1-2H3",151.1824
"OTCATEC1O2","CCc1c(C)ccc(O)c1O[O]","InChI=1S/C9H11O3/c1-3-7-6(2)4-5-8(10)9(7)12-11/h4-5,10H,3H2,1-2H3",167.1818
"OTCTEC1OOH","CCc1c(C)ccc(O)c1OO","InChI=1S/C9H12O3/c1-3-7-6(2)4-5-8(10)9(7)12-11/h4-5,10-11H,3H2,1-2H3",168.1898
"OTNCATCOOH","CCC1=C(O)C(O)(OO)C2(OOC1(C)C2O)N(=O)=O","InChI=1S/C9H13NO9/c1-3-4-5(11)9(13,17-16)8(10(14)15)6(12)7(4,2)18-19-8/h6,11-13,16H,3H2,1-2H3",279.2008
